Opportunity No.,Reporting Status,Product,Industry,Region,Segment,Relative Strength in the segment,Sales Value - $Mn,Profit %,Joint Bid - WSES Portion
Training1677,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,4.2,43,66
Training1678,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,6.7,47,47
Training1679,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8.5,59,64
Training1680,Lost,Procsys,Security,India,"Procsys,Security,India",44,10.7,56,59
Training1681,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.2,61,42
Training1682,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,9.9,47,66
Training1683,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,9.7,66,48
Training1684,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,8.8,49,100
Training1685,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,9.6,58,67
Training1686,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.2,45,56
Training1687,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,6.4,33,54
Training1688,Won,Lifesys,Defense,UK,"Lifesys,Defense,UK",20,8.6,46,56
Training1689,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,8.2,35,63
Training1690,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,8.4,51,53
Training1691,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.3,50,54
Training1692,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.2,44,55
Training1693,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,9.6,47,49
Training1694,Lost,LearnSys,Clinical research,UK,"LearnSys,Clinical research,UK",78,6.3,41,60
Training1695,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,6.3,56,100
Training1696,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7,50,50
Training1697,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,11.8,60,55
Training1698,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,4.9,56,60
Training1699,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,4.6,55,100
Training1700,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,11,47,67
Training1701,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,6.8,58,69
Training1702,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,6,68,56
Training1703,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8,64,59
Training1704,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,6.5,51,69
Training1705,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32,8.7,46,61
Training1706,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,8.6,68,68
Training1707,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,10.7,58,57
Training1708,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,10.1,49,62
Training1709,Lost,Procsys,Security,India,"Procsys,Security,India",44,7.5,47,65
Training1710,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,9.1,30,74
Training1711,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,7.5,59,59
Training1712,Won,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,9,60,73
Training1713,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,10.9,52,57
Training1714,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,6.2,42,74
Training1715,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,10.3,70,62
Training1716,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,5.5,43,62
Training1717,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.7,49,100
Training1718,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73,7,47,64
Training1719,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,8,40,63
Training1720,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,10.7,54,68
Training1721,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,7.6,50,72
Training1722,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,11.4,65,54
Training1723,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,10,56,53
Training1724,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.6,66,60
Training1725,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,8.4,38,67
Training1726,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,10.6,44,67
Training1727,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,9.6,64,38
Training1728,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,6.4,42,59
Training1729,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,7.2,36,55
Training1730,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,7.9,38,61
Training1731,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,5.5,52,65
Training1732,Lost,GTMSys,Banks,UK,"GTMSys,Banks,UK",61,10.7,60,53
Training1733,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,4.5,67,68
Training1734,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.3,57,57
Training1735,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.4,67,45
Training1736,Lost,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,10.4,42,58
Training1737,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,7.4,38,57
Training1738,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,7.3,66,60
Training1739,Won,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,9.2,37,58
Training1740,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,14,57,60
Training1741,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.2,54,58
Training1742,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,5.2,62,53
Training1743,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,10.2,46,64
Training1744,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,7.4,42,56
Training1745,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10.4,47,75
Training1746,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,3.2,58,54
Training1747,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,5.3,28,64
Training1748,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33,12.3,54,53
Training1749,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,3.9,40,100
Training1750,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.5,65,55
Training1751,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,6.1,46,50
Training1752,Won,GTMSys,Defense,Africa,"GTMSys,Defense,Africa",25,10.3,39,59
Training1753,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,11.9,43,68
Training1754,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,6.8,31,50
Training1755,Lost,GTMSys,Defense,Japan,"GTMSys,Defense,Japan",63,8.2,70,49
Training1756,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,8.7,30,59
Training1757,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,8.7,39,73
Training1758,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,6.6,54,47
Training1759,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.5,44,49
Training1760,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,7.6,59,48
Training1761,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,5.1,70,55
Training1762,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,12.2,46,66
Training1763,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73,12.6,67,59
Training1764,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68,5.9,48,77
Training1765,Lost,Procsys,Clinical research,UK,"Procsys,Clinical research,UK",70,9.2,58,100
Training1766,Won,Procsys,Security,India,"Procsys,Security,India",44,9.2,39,58
Training1767,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,8.9,36,57
Training1768,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6.2,62,71
Training1769,Won,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4.9,40,61
Training1770,Lost,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,8.3,51,76
Training1771,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,7.5,53,62
Training1772,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,10.5,72,68
Training1773,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,9.3,61,74
Training1774,Won,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,4.1,39,56
Training1775,Lost,Procsys,Mobility,Canada,"Procsys,Mobility,Canada",29,7.3,49,56
Training1776,Won,Finsys,Others,Other Europe,"Finsys,Others,Other Europe",18,7,38,51
Training1777,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,9.2,57,63
Training1778,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.8,55,37
Training1779,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,8.1,60,63
Training1780,Lost,Procsys,Security,India,"Procsys,Security,India",44,9,49,63
Training1781,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.5,34,45
Training1782,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.9,27,59
Training1783,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,6.7,56,56
Training1784,Lost,Procsys,Security,India,"Procsys,Security,India",44,8.4,65,63
Training1785,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,6.8,45,70
Training1786,Lost,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,7.9,55,55
Training1787,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30,6.3,62,72
Training1788,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,11,58,57
Training1789,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,5.1,44,63
Training1790,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,9.1,49,54
Training1791,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,6.8,45,51
Training1792,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,6.2,50,56
Training1793,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,6.8,55,74
Training1794,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,8.2,31,66
Training1795,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.2,48,71
Training1796,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,6.2,59,58
Training1797,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,9.6,45,48
Training1798,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,4.8,40,62
Training1799,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,6.6,37,64
Training1800,Won,GTMSys,Agriculture,Other Europe,"GTMSys,Agriculture,Other Europe",26,9.7,36,61
Training1801,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,9.8,25,69
Training1802,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.8,58,59
Training1803,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,8.7,46,56
Training1804,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.7,48,52
Training1805,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.1,57,64
Training1806,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.4,51,56
Training1807,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,11,42,59
Training1808,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,7.7,57,56
Training1809,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,6.7,57,60
Training1810,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,6.1,59,47
Training1811,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,6.8,47,58
Training1812,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.1,45,36
Training1813,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,9.1,43,63
Training1814,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.2,62,59
Training1815,Won,Procsys,Security,Americas,"Procsys,Security,Americas",68,10.4,31,65
Training1816,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,6.1,57,65
Training1817,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,10.8,58,54
Training1818,Won,GTMSys,Defense,Other Europe,"GTMSys,Defense,Other Europe",30,10.4,50,100
Training1819,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.2,55,61
Training1820,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,4.8,70,61
Training1821,Won,Finsys,Insurance,UK,"Finsys,Insurance,UK",31,12.5,48,51
Training1822,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,4.3,58,67
Training1823,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,7.7,43,61
Training1824,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,3.9,53,53
Training1825,Lost,LearnSys,Insurance,UK,"LearnSys,Insurance,UK",74,8.3,50,66
Training1826,Lost,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,5.9,39,54
Training1827,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,11,59,61
Training1828,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9.1,46,69
Training1829,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,8.7,58,56
Training1830,Lost,Logissys,Clinical research,UK,"Logissys,Clinical research,UK",79,7.8,36,53
Training1831,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10.3,47,77
Training1832,Lost,Finsys,Infrastructure,UK,"Finsys,Infrastructure,UK",62,8.1,56,66
Training1833,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.6,43,54
Training1834,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,6.3,49,59
Training1835,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,9,63,47
Training1836,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7.6,43,56
Training1837,Lost,Procsys,Security,India,"Procsys,Security,India",44,6.9,60,51
Training1838,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,6.9,56,75
Training1839,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,8.1,39,66
Training1840,Won,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,7,38,65
Training1841,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,9.3,51,52
Training1842,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8.5,34,50
Training1843,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,5,45,47
Training1844,Won,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,6.8,40,77
Training1845,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,8.1,68,56
Training1846,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.8,59,65
Training1847,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,7.3,56,73
Training1848,Lost,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,7.6,63,68
Training1849,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,6.4,58,65
Training1850,Won,Procsys,Infrastructure,UK,"Procsys,Infrastructure,UK",37,9.8,48,57
Training1851,Lost,Lifesys,Capital Markets,UK,"Lifesys,Capital Markets,UK",27,7.4,63,41
Training1852,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,7.1,54,58
Training1853,Won,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,9,48,52
Training1854,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,4.8,54,64
Training1855,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,4.5,44,60
Training1856,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,4.3,49,60
Training1857,Won,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,8.8,43,59
Training1858,Won,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,5.9,56,51
Training1859,Lost,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,8.4,47,71
Training1860,Lost,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,8.8,65,51
Training1861,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,13.1,47,61
Training1862,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,10.6,57,73
Training1863,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10.3,61,48
Training1864,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32,8.2,60,47
Training1865,Lost,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,5.8,37,51
Training1866,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,7.7,38,77
Training1867,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6.6,47,64
Training1868,Lost,GTMSys,Security,Singapore,"GTMSys,Security,Singapore",73,5.1,51,57
Training1869,Won,GTMSys,Capital Markets,Other Europe,"GTMSys,Capital Markets,Other Europe",41,5.7,40,75
Training1870,Won,Procsys,Energy,UK,"Procsys,Energy,UK",34,7.7,33,79
Training1871,Lost,GTMSys,Others,UK,"GTMSys,Others,UK",49,7.1,66,42
Training1872,Lost,Procsys,Security,India,"Procsys,Security,India",44,7.8,56,61
Training1873,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,6.8,46,59
Training1874,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,8.8,46,68
Training1875,Lost,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,8.1,61,73
Training1876,Won,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,6.8,60,66
Training1877,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,10.5,55,47
Training1878,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,7.2,58,54
Training1879,Won,Logissys,Mobility,UK,"Logissys,Mobility,UK",35,7.1,65,40
Training1880,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,10.7,36,62
Training1881,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,5.9,56,49
Training1882,Won,Procsys,Security,India,"Procsys,Security,India",44,10.7,50,67
Training1883,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,8.2,56,68
Training1884,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,11.4,34,49
Training1885,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,9,61,49
Training1886,Won,Procsys,Other Govt.,Japan,"Procsys,Other Govt.,Japan",33,8.9,41,37
Training1887,Won,GTMSys,Banks,Africa,"GTMSys,Banks,Africa",52,6.6,51,54
Training1888,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,6.9,44,50
Training1889,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,6.6,51,63
Training1890,Lost,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,9.8,53,26
Training1891,Won,GTMSys,Finance,UK,"GTMSys,Finance,UK",55,6.7,54,60
Training1892,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,7,47,61
Training1893,Won,GTMSys,Others,Africa,"GTMSys,Others,Africa",39,6.5,52,66
Training1894,Lost,LearnSys,Banks,Africa,"LearnSys,Banks,Africa",45,10.3,60,57
Training1895,Lost,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,12.7,67,58
Training1896,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,7.8,35,75
Training1897,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,12.6,34,70
Training1898,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,6.5,50,45
Training1899,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,9.9,51,49
Training1900,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,8.5,48,71
Training1901,Won,GTMSys,Security,UK,"GTMSys,Security,UK",32,7,74,61
Training1902,Won,GTMSys,Banks,Singapore,"GTMSys,Banks,Singapore",65,10.4,50,67
Training1903,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,2.4,54,58
Training1904,Lost,Procsys,Security,India,"Procsys,Security,India",44,11.2,69,39
Training1905,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,5.7,56,72
Training1906,Lost,Logissys,Govt.,UK,"Logissys,Govt.,UK",36,10.4,46,68
Training1907,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,6,51,59
Training1908,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,10.4,50,55
Training1909,Lost,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,7.9,42,56
Training1910,Won,LearnSys,Energy,UK,"LearnSys,Energy,UK",42,8.9,61,67
Training1911,Lost,Lifesys,Capital Markets,Other Europe,"Lifesys,Capital Markets,Other Europe",47,5.9,54,56
Training1912,Lost,GTMSys,Insurance,UK,"GTMSys,Insurance,UK",58,8,57,100
Training1913,Lost,GTMSys,Others,Other Europe,"GTMSys,Others,Other Europe",69,8.5,56,51
Training1914,Lost,Procsys,Energy,UK,"Procsys,Energy,UK",34,6.3,45,58
Training1915,Lost,GTMSys,Capital Markets,UK,"GTMSys,Capital Markets,UK",48,6.8,56,39
Training1916,Lost,Finsys,Consumer goods,UK,"Finsys,Consumer goods,UK",54,8.5,54,55
Training1917,Lost,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,9.6,62,62
Training1918,Lost,ContactSys,Banks,UK,"ContactSys,Banks,UK",59,8.1,77,51
Training1919,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,6.9,50,58
Training1920,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,8.1,39,51
Training1921,Won,LearnSys,Capital Markets,UK,"LearnSys,Capital Markets,UK",40,5.5,50,55
Training1922,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,8.4,43,50
Training1923,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10.4,41,79
Training1924,Lost,GTMSys,Telecom equipments,Spain,"GTMSys,Telecom equipments,Spain",66,7.3,65,47
Training1925,Lost,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,8.1,60,61
Training1926,Won,Finsys,Capital Markets,Other Europe,"Finsys,Capital Markets,Other Europe",57,7.7,34,46
Training1927,Won,Lifesys,Others,Other Europe,"Lifesys,Others,Other Europe",64,10.2,53,60
Training1928,Lost,Procsys,Security,India,"Procsys,Security,India",44,5.3,52,54
Training1929,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,10,37,74
Training1930,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6,53,62
Training1931,Lost,LearnSys,Clinical research,UK,"LearnSys,Clinical research,UK",78,8.1,50,43
Training1932,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,7.4,52,54
Training1933,Won,LearnSys,Defense,UK,"LearnSys,Defense,UK",51,6.8,43,64
Training1934,Lost,Finsys,Capital Markets,UK,"Finsys,Capital Markets,UK",60,7.2,43,57
Training1935,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,7.6,60,44
Training1936,Lost,GTMSys,Defense,Americas,"GTMSys,Defense,Americas",50,9.3,61,66
Training1937,Won,Procsys,Consumer goods,UK,"Procsys,Consumer goods,UK",53,10.9,49,66
Training1938,Lost,GTMSys,Airline,UK,"GTMSys,Airline,UK",56,11.1,55,62
Training1939,Won,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,7.9,62,48
Training1940,Won,GTMSys,Others,UK,"GTMSys,Others,UK",49,6.6,49,52
Training1941,Lost,GTMSys,Banks,Americas,"GTMSys,Banks,Americas",43,6.1,64,60
Training1942,Won,Lifesys,Consumer goods,UK,"Lifesys,Consumer goods,UK",46,9.1,47,54
Training1943,Won,GTMSys,Others,Americas,"GTMSys,Others,Americas",38,11.6,47,72
